timestamp,open,high,low,close,volume,turnover
1745687940000,0.7951,0.7951,0.7951,0.7951,0,0
1745687880000,0.7951,0.7951,0.7951,0.7951,0,0
1745687820000,0.7951,0.7951,0.7951,0.7951,0,0
1745687760000,0.7951,0.7951,0.7951,0.7951,0,0
1745687700000,0.8282,0.8282,0.7951,0.7951,73,58.0423
1745687640000,0.8282,0.8282,0.8282,0.8282,0,0
1745687580000,0.8282,0.8282,0.8282,0.8282,0,0
1745687520000,0.8282,0.8282,0.8282,0.8282,0,0
1745687460000,0.8282,0.8282,0.8282,0.8282,0,0
1745687400000,0.8282,0.8282,0.8282,0.8282,0,0
1745687340000,0.8282,0.8282,0.8282,0.8282,0,0
1745687280000,0.8282,0.8282,0.8282,0.8282,0,0
1745687220000,0.8282,0.8282,0.8282,0.8282,0,0
1745687160000,0.8282,0.8282,0.8282,0.8282,0,0
1745687100000,0.8282,0.8282,0.8282,0.8282,0,0
1745687040000,0.8282,0.8282,0.8282,0.8282,0,0
1745686980000,0.8282,0.8282,0.8282,0.8282,0,0
1745686920000,0.8282,0.8282,0.8282,0.8282,0,0
1745686860000,0.8282,0.8282,0.8282,0.8282,0,0
1745686800000,0.8282,0.8282,0.8282,0.8282,0,0
1745686740000,0.8282,0.8282,0.8282,0.8282,0,0
1745686680000,0.8282,0.8282,0.8282,0.8282,0,0
1745686620000,0.8282,0.8282,0.8282,0.8282,0,0
1745686560000,0.8282,0.8282,0.8282,0.8282,0,0
1745686500000,0.8282,0.8282,0.8282,0.8282,0,0
1745686440000,0.8282,0.8282,0.8282,0.8282,0,0
1745686380000,0.8282,0.8282,0.8282,0.8282,0,0
1745686320000,0.8282,0.8282,0.8282,0.8282,0,0
1745686260000,0.8282,0.8282,0.8282,0.8282,0,0
1745686200000,0.8282,0.8282,0.8282,0.8282,0,0
1745686140000,0.8282,0.8282,0.8282,0.8282,0,0
1745686080000,0.8282,0.8282,0.8282,0.8282,0,0
1745686020000,0.8282,0.8282,0.8282,0.8282,0,0
1745685960000,0.8282,0.8282,0.8282,0.8282,0,0
1745685900000,0.8282,0.8282,0.8282,0.8282,0,0
1745685840000,0.8122,0.8282,0.7797,0.8282,800,636.3512
1745685780000,0.8122,0.8122,0.8122,0.8122,0,0
1745685720000,0.8122,0.8122,0.8122,0.8122,0,0
1745685660000,0.8122,0.8122,0.8122,0.8122,0,0
1745685600000,0.8122,0.8122,0.8122,0.8122,0,0
1745685540000,0.8122,0.8122,0.8122,0.8122,0,0
1745685480000,0.8122,0.8122,0.8122,0.8122,0,0
1745685420000,0.8122,0.8122,0.8122,0.8122,0,0
1745685360000,0.8122,0.8122,0.8122,0.8122,0,0
1745685300000,0.8122,0.8122,0.8122,0.8122,0,0
1745685240000,0.8122,0.8122,0.8122,0.8122,0,0
1745685180000,0.8122,0.8122,0.8122,0.8122,0,0
1745685120000,0.8122,0.8122,0.8122,0.8122,0,0
1745685060000,0.8122,0.8122,0.8122,0.8122,0,0
1745685000000,0.8122,0.8122,0.8122,0.8122,0,0
